0,1465797638,1465797638,0,30,11
0,1465797638,1465797638,0,30,11
0,1465797638,1465797638,0,31,11
0,1465797668,1465797668,0,32,11
0,1465797669,1465797669,0,32,11
0,1465797669,1465797669,0,32,11
0,1465797670,1465797670,0,32,11
0,1465797670,1465797670,0,32,11
0,1465797673,1465797673,0,32,11
0,1465797673,1465797673,0,32,11
0,1465797674,1465797674,0,32,11
0,1465797680,1465797680,0,32,11
0,1465822989,1465822989,1,30,11
0,1465822989,1465822989,1,33,11
0,1465823013,1465823013,0,34,11
0,1465823105,1465823105,1,35,11
0,1465823108,1465823108,1,35,11
0,1465823111,1465823111,1,35,11
0,1465823115,1465823115,1,35,11
0,1465823118,1465823118,1,35,11
0,1465823121,1465823121,1,35,11
0,1465823124,1465823124,1,35,11
0,1465823128,1465823128,1,35,11
0,1465823131,1465823131,1,35,11
0,1465823134,1465823134,1,35,11
0,1465823137,1465823137,1,35,11
0,1465823143,1465823143,1,35,11
0,1465823146,1465823146,1,35,11
0,1465823149,1465823149,1,35,11
0,1465823152,1465823152,1,35,11
0,1465823156,1465823156,1,35,11
0,1465823160,1465823160,1,35,11
0,1465823163,1465823163,1,35,11
0,1465823166,1465823166,1,35,11
0,1465823169,1465823169,1,35,11
0,1465823174,1465823174,1,35,11
0,1465823177,1465823177,1,35,11
0,1465823180,1465823180,1,35,11
0,1465823184,1465823184,1,35,11
0,1465823187,1465823187,1,35,11
0,1465823190,1465823190,1,35,11
0,1465823197,1465823197,1,35,11
0,1465823198,1465823198,1,35,11
0,1465823201,1465823201,1,35,11
0,1465823204,1465823204,1,35,11
0,1465823207,1465823207,1,35,11
0,1465823209,1465823209,1,35,11
0,1465823212,1465823212,1,35,11
0,1465823216,1465823216,1,35,11
0,1465823219,1465823219,1,35,11
0,1465823222,1465823222,1,35,11
0,1465823225,1465823225,1,35,11
0,1465823233,1465823233,1,35,11
0,1465823236,1465823236,1,35,11
0,1465823239,1465823239,1,35,11
0,1465823244,1465823244,1,35,11
0,1465823247,1465823247,1,35,11
0,1465823250,1465823250,1,35,11
0,1465823253,1465823253,1,35,11
0,1465823259,1465823259,1,35,11
0,1465823264,1465823264,1,35,11
0,1465823267,1465823267,1,35,11
0,1465823270,1465823270,1,35,11
0,1465823273,1465823273,1,35,11
0,1465823276,1465823276,1,35,11
0,1465823279,1465823279,1,35,11
0,1465823282,1465823282,1,35,11
0,1465823288,1465823288,1,35,11
0,1465823291,1465823291,1,35,11
0,1465823300,1465823300,1,35,11
0,1465823303,1465823303,1,35,11
0,1465823306,1465823306,1,35,11
0,1465823310,1465823310,1,35,11
0,1465823313,1465823313,1,35,11
0,1465823316,1465823316,1,35,11
0,1465823320,1465823320,1,35,11
0,1465823324,1465823324,1,35,11
0,1465823328,1465823328,1,35,11
0,1465823332,1465823332,1,35,11
0,1465823335,1465823335,1,35,11
0,1465823414,1465823414,1,36,11
0,1465823416,1465823416,1,37,11
0,1465823416,1465823416,1,30,11
0,1465823430,1465823460,1,33,11
0,1465823431,1465823431,1,30,11
0,1465823431,1465823431,1,30,11
0,1465823431,1465823431,1,31,11
0,1465823435,1465823435,1,38,10
0,1465823435,1465823460,1,39,11
0,1465823443,1465823443,1,40,11
0,1465823443,1465823460,1,33,11
0,1465823444,1465823444,1,41,11
0,1465823459,1465823459,1,41,11
0,1465823547,1465823547,1,42,11
0,1465823547,1465823547,1,42,11
0,1465823547,1465823547,1,42,11
0,1465823547,1465823547,1,42,11
0,1465823547,1465823547,1,42,11
0,1465823547,1465823547,1,42,11
0,1465823547,1465823547,1,42,11
